Timestamp,TP9,AF7,AF8,TP10,AUX
1742783537.7214975,88.8671875,283.203125,12.6953125,72.265625,0.0
1742783537.7254028,6.8359375,78.125,-10.7421875,11.23046875,0.0
1742783537.7293081,-119.62890625,-253.90625,-48.33984375,-100.5859375,0.0
1742783537.733221,-57.12890625,-96.6796875,-24.4140625,-53.7109375,0.0
1742783537.7371264,64.453125,250.9765625,22.94921875,66.89453125,0.0
1742783537.7410316,22.94921875,181.15234375,6.8359375,44.921875,0.0
1742783537.744937,-117.67578125,-183.10546875,-36.62109375,-72.265625,0.0
1742783537.7488422,-103.515625,-219.7265625,-37.59765625,-83.984375,0.0
1742783537.7527475,60.546875,81.54296875,-16.6015625,42.96875,0.0
1742783537.7566528,107.421875,112.79296875,-16.11328125,93.75,0.0
1742783537.7605581,-78.61328125,-125.0,-33.203125,-58.10546875,0.0
1742783537.7644634,-172.8515625,-206.0546875,-34.66796875,-146.97265625,0.0
1742783537.7683687,-38.57421875,17.578125,-8.7890625,-41.015625,0.0
1742783537.772274,45.41015625,215.8203125,13.18359375,29.78515625,0.0
1742783537.7761793,-85.9375,-41.9921875,-17.578125,-74.70703125,0.0
1742783537.780091,-189.453125,-312.01171875,-49.8046875,-163.0859375,0.0
1742783537.7839963,-83.984375,-99.609375,-21.484375,-83.984375,0.0
1742783537.7879016,45.8984375,270.01953125,17.08984375,23.4375,0.0
1742783537.791807,-34.1796875,187.98828125,-5.37109375,-26.85546875,0.0
1742783537.7957122,-169.43359375,-225.5859375,-56.15234375,-132.8125,0.0
1742783537.7996175,-84.9609375,-343.26171875,-55.6640625,-86.9140625,0.0
1742783537.8035228,49.31640625,52.734375,-9.27734375,22.94921875,0.0
1742783537.8074281,15.625,309.5703125,7.8125,12.20703125,0.0
1742783537.8113334,-123.53515625,-148.4375,-42.96875,-99.609375,0.0
1742783537.8152387,-117.1875,-320.3125,-55.17578125,-98.14453125,0.0
1742783537.819144,29.296875,113.28125,-1.953125,11.23046875,0.0
1742783537.8230493,56.640625,332.51953125,19.53125,50.78125,0.0
1742783537.8269672,-95.703125,-81.0546875,-34.1796875,-61.5234375,0.0
1742783537.8308725,-137.6953125,-380.859375,-66.89453125,-116.69921875,0.0
1742783537.8347778,-3.90625,-70.80078125,-30.2734375,-18.06640625,0.0
1742783537.8386831,60.546875,300.78125,6.34765625,48.33984375,0.0
1742783537.8425884,-53.22265625,24.4140625,-22.4609375,-34.66796875,0.0
1742783537.8464937,-151.3671875,-441.89453125,-66.89453125,-111.81640625,0.0
1742783537.850399,-54.19921875,-186.5234375,-38.57421875,-40.0390625,0.0
1742783537.8543043,68.359375,311.03515625,14.16015625,51.26953125,0.0
1742783537.8582096,0.48828125,139.16015625,-6.34765625,3.41796875,0.0
1742783537.862115,-137.6953125,-373.046875,-64.94140625,-102.5390625,0.0
1742783537.8660202,-97.16796875,-270.5078125,-53.7109375,-79.58984375,0.0
1742783537.8699255,43.9453125,206.0546875,-0.48828125,33.203125,0.0
1742783537.8738427,34.1796875,257.32421875,0.9765625,39.0625,0.0
1742783537.877748,-109.375,-172.8515625,-52.24609375,-79.1015625,0.0
1742783537.8816533,-114.74609375,-248.046875,-53.22265625,-83.984375,0.0
1742783537.8855586,17.08984375,111.81640625,-14.16015625,22.4609375,0.0
1742783537.8894641,66.89453125,232.91015625,-6.8359375,50.78125,0.0
1742783537.8933694,-67.87109375,-152.34375,-46.38671875,-50.78125,0.0
1742783537.8972747,-142.08984375,-355.46875,-70.3125,-113.76953125,0.0
1742783537.90118,-14.6484375,24.4140625,-33.69140625,-31.25,0.0
1742783537.9050853,84.9609375,181.15234375,-13.671875,63.96484375,0.0
1742783537.9089906,-22.4609375,-62.01171875,-39.0625,-12.20703125,0.0
1742783537.912896,-142.08984375,-195.3125,-61.03515625,-125.48828125,0.0
1742783537.9168012,-53.22265625,-96.6796875,-43.9453125,-57.12890625,0.0
1742783537.9207177,87.890625,246.58203125,-5.37109375,58.10546875,0.0
1742783537.924623,33.69140625,246.58203125,-20.5078125,24.4140625,0.0
1742783537.9285283,-116.69921875,-158.69140625,-71.2890625,-98.6328125,0.0
1742783537.9324336,-81.0546875,-227.5390625,-73.2421875,-89.35546875,0.0
1742783537.936339,66.40625,125.0,-23.92578125,37.109375,0.0
1742783537.9402442,75.1953125,229.4921875,-12.6953125,51.7578125,0.0
1742783537.9441495,-83.49609375,-173.33984375,-64.453125,-75.68359375,0.0
1742783537.9480548,-115.234375,-367.1875,-80.078125,-104.00390625,0.0
1742783537.95196,32.71484375,-75.1953125,-41.50390625,10.7421875,0.0
1742783537.9558654,79.1015625,326.66015625,-8.30078125,60.546875,0.0
1742783537.9597707,-55.17578125,52.734375,-48.828125,-48.828125,0.0
1742783537.963676,-131.34765625,-391.11328125,-84.9609375,-119.62890625,0.0
1742783537.9675915,-19.53125,-85.44921875,-46.38671875,-49.8046875,0.0
1742783537.9714968,82.03125,350.5859375,-5.37109375,37.109375,0.0
1742783537.975402,-2.44140625,173.33984375,-32.2265625,-4.39453125,0.0
1742783537.9793074,-117.67578125,-296.875,-77.63671875,-107.91015625,0.0
1742783537.9832127,-53.22265625,-208.0078125,-56.15234375,-64.453125,0.0
1742783537.987118,78.125,194.3359375,-11.23046875,45.8984375,0.0
1742783537.9910233,39.55078125,198.73046875,-18.06640625,19.04296875,0.0
1742783537.9949286,-113.28125,-347.16796875,-75.1953125,-93.75,0.0
1742783537.998834,-100.09765625,-388.671875,-71.2890625,-94.7265625,0.0
1742783538.0027392,47.36328125,194.82421875,-12.6953125,10.7421875,0.0
1742783538.0066445,63.4765625,272.94921875,-11.23046875,41.9921875,0.0
1742783538.0105498,-94.23828125,-122.55859375,-55.6640625,-84.9609375,0.0
1742783538.0144649,-124.51171875,-272.4609375,-61.5234375,-126.953125,0.0
1742783538.0183702,22.94921875,84.9609375,-15.13671875,-5.859375,0.0
1742783538.0222754,96.19140625,306.640625,6.34765625,63.4765625,0.0
1742783538.0261807,-29.296875,-5.37109375,-28.80859375,-30.2734375,0.0
1742783538.030086,-118.1640625,-298.828125,-57.6171875,-115.72265625,0.0
1742783538.0339913,-18.06640625,-112.3046875,-31.25,-31.73828125,0.0
1742783538.0378966,90.8203125,205.078125,-5.859375,72.265625,0.0
1742783538.041802,20.5078125,-1.46484375,-37.109375,22.4609375,0.0
1742783538.0457072,-122.0703125,-270.99609375,-68.359375,-94.23828125,0.0
1742783538.0496125,-69.3359375,-98.14453125,-46.38671875,-66.40625,0.0
1742783538.0535178,84.9609375,169.921875,-8.7890625,62.01171875,0.0
1742783538.057423,48.33984375,204.1015625,-11.71875,34.1796875,0.0
1742783538.0613368,-111.81640625,-165.0390625,-60.546875,-92.28515625,0.0
1742783538.065242,-105.95703125,-253.41796875,-65.91796875,-85.9375,0.0
1742783538.0691473,41.9921875,107.91015625,-20.99609375,28.80859375,0.0
1742783538.0730526,74.21875,301.26953125,-7.32421875,62.98828125,0.0
1742783538.076958,-80.56640625,-20.99609375,-46.875,-44.921875,0.0
1742783538.0808632,-139.16015625,-322.75390625,-71.77734375,-103.515625,0.0
1742783538.0847685,3.90625,-169.921875,-43.9453125,2.9296875,0.0
1742783538.0886738,91.30859375,151.85546875,-10.25390625,75.1953125,0.0
1742783538.0925791,-35.15625,142.08984375,-22.4609375,-29.296875,0.0
1742783538.0964844,-134.27734375,-248.046875,-62.98828125,-106.4453125,0.0
1742783538.1003897,-32.2265625,-139.6484375,-44.921875,-26.3671875,0.0
1742783538.104295,83.49609375,288.57421875,-5.859375,63.4765625,0.0
1742783538.108209,13.18359375,222.16796875,-19.53125,12.6953125,0.0
1742783538.1121144,-115.234375,-237.79296875,-61.5234375,-92.7734375,0.0
1742783538.1160197,-62.5,-292.96875,-57.12890625,-66.89453125,0.0
1742783538.119925,75.68359375,143.5546875,-6.8359375,41.9921875,0.0
1742783538.1238303,62.01171875,286.62109375,-2.44140625,42.96875,0.0
1742783538.1277356,-94.7265625,-212.890625,-56.15234375,-69.82421875,0.0
1742783538.131641,-104.00390625,-470.21484375,-71.2890625,-76.66015625,0.0
1742783538.1355462,23.92578125,52.734375,-19.04296875,11.71875,0.0
1742783538.1394515,54.19921875,410.15625,6.34765625,44.43359375,0.0
1742783538.1433568,-80.078125,-41.50390625,-36.62109375,-48.828125,0.0
1742783538.147262,-148.92578125,-414.55078125,-65.91796875,-102.05078125,0.0
1742783538.1511674,-19.53125,-86.42578125,-29.296875,0.0,0.0
1742783538.1550806,82.51953125,338.37890625,15.13671875,70.80078125,0.0
1742783538.1589859,-22.94921875,86.9140625,-17.08984375,-9.27734375,0.0
1742783538.1628911,-145.99609375,-321.2890625,-67.87109375,-114.2578125,0.0
1742783538.1667964,-57.6171875,-117.1875,-35.15625,-65.91796875,0.0
1742783538.1707017,67.87109375,262.20703125,7.8125,40.0390625,0.0
1742783538.174607,27.34375,64.94140625,-24.90234375,7.8125,0.0
1742783538.1785123,-105.95703125,-395.5078125,-74.21875,-104.4921875,0.0
1742783538.1824176,-51.26953125,-256.8359375,-55.17578125,-65.4296875,0.0
1742783538.186323,107.91015625,206.0546875,-7.32421875,67.87109375,0.0
1742783538.1902282,51.26953125,193.84765625,-7.8125,29.78515625,0.0
1742783538.1941335,-147.94921875,-185.05859375,-47.8515625,-134.765625,0.0
1742783538.1980388,-171.875,-241.2109375,-59.08203125,-147.4609375,0.0
1742783538.2019575,-32.71484375,61.03515625,-20.01953125,-31.73828125,0.0
1742783538.2058628,2.44140625,271.97265625,15.625,0.0,0.0
1742783538.209768,-132.32421875,1.46484375,-13.18359375,-104.98046875,0.0
1742783538.2136734,-209.47265625,-275.87890625,-45.8984375,-176.26953125,0.0
1742783538.2175786,-85.44921875,-73.2421875,-22.94921875,-88.37890625,0.0
1742783538.221484,35.15625,187.5,7.32421875,11.23046875,0.0
1742783538.2253892,-53.7109375,96.19140625,-5.859375,-59.08203125,0.0
1742783538.2292945,-171.38671875,-233.3984375,-42.96875,-160.64453125,0.0
1742783538.2331998,-94.7265625,-252.44140625,-33.203125,-93.75,0.0
1742783538.2371051,53.22265625,108.88671875,8.30078125,30.2734375,0.0
1742783538.2410104,11.23046875,199.21875,6.34765625,10.7421875,0.0
1742783538.2449157,-139.16015625,-171.875,-39.55078125,-117.1875,0.0
1742783538.248833,-104.00390625,-267.578125,-50.78125,-104.98046875,0.0
1742783538.2527382,43.9453125,120.60546875,-4.8828125,14.6484375,0.0
1742783538.2566435,58.59375,359.86328125,14.6484375,31.25,0.0
1742783538.2605488,-93.26171875,-50.78125,-42.48046875,-84.47265625,0.0
1742783538.2644541,-122.0703125,-323.73046875,-63.4765625,-108.88671875,0.0
1742783538.2683594,24.4140625,-15.625,-19.53125,2.9296875,0.0
1742783538.2722647,70.80078125,277.83203125,5.37109375,52.24609375,0.0
1742783538.2761703,-59.08203125,113.28125,-25.390625,-51.26953125,0.0
1742783538.2800756,-138.671875,-413.57421875,-73.73046875,-130.859375,0.0
1742783538.2839808,-36.1328125,-259.765625,-48.828125,-49.31640625,0.0
1742783538.2878861,62.5,319.3359375,0.9765625,39.55078125,0.0
1742783538.2917914,-14.6484375,124.51171875,-25.87890625,-16.11328125,0.0
1742783538.2957075,-148.92578125,-280.76171875,-70.3125,-128.41796875,0.0
1742783538.2996128,-89.84375,-158.69140625,-55.17578125,-88.37890625,0.0
1742783538.303518,54.6875,243.65234375,-6.8359375,21.97265625,0.0
1742783538.3074234,33.69140625,236.81640625,-13.671875,16.6015625,0.0
1742783538.3113286,-115.234375,-242.67578125,-70.80078125,-113.28125,0.0
1742783538.315234,-115.72265625,-371.58203125,-77.63671875,-136.23046875,0.0
1742783538.3191392,24.4140625,86.42578125,-28.3203125,-8.30078125,0.0
1742783538.3230448,64.453125,283.69140625,-12.20703125,44.43359375,0.0
1742783538.32695,-81.54296875,-221.6796875,-62.5,-68.84765625,0.0
1742783538.3308554,-147.4609375,-333.49609375,-72.75390625,-126.46484375,0.0
1742783538.3347607,-3.90625,12.20703125,-34.66796875,-13.18359375,0.0
1742783538.338666,83.984375,214.84375,-6.34765625,69.82421875,0.0
1742783538.3425813,-40.52734375,33.69140625,-34.1796875,-31.25,0.0
1742783538.3464866,-140.625,-314.94140625,-74.70703125,-130.859375,0.0
1742783538.3503919,-45.8984375,-125.48828125,-50.78125,-58.59375,0.0
1742783538.3542972,70.80078125,246.09375,-13.671875,48.828125,0.0
1742783538.3582025,5.859375,114.2578125,-28.80859375,2.44140625,0.0
1742783538.3621078,-125.9765625,-319.3359375,-71.77734375,-113.28125,0.0
1742783538.366013,-84.47265625,-261.71875,-59.08203125,-89.35546875,0.0
1742783538.3699183,62.01171875,28.3203125,-26.3671875,32.2265625,0.0
1742783538.3738236,53.22265625,119.62890625,-21.97265625,44.43359375,0.0
1742783538.377729,-110.83984375,-74.21875,-52.734375,-95.703125,0.0
1742783538.3816342,-110.3515625,-256.8359375,-60.05859375,-101.07421875,0.0
1742783538.3855395,42.48046875,17.08984375,-19.04296875,30.2734375,0.0
1742783538.3894546,102.5390625,296.38671875,-4.8828125,79.58984375,0.0
1742783538.39336,-44.43359375,24.90234375,-41.9921875,-39.0625,0.0
1742783538.3972652,-145.01953125,-325.1953125,-66.89453125,-118.1640625,0.0
1742783538.4011705,-10.7421875,-135.7421875,-35.64453125,-9.765625,0.0
1742783538.4050758,89.84375,242.1875,0.9765625,84.47265625,0.0
1742783538.408981,-16.11328125,79.1015625,-20.5078125,5.37109375,0.0
1742783538.4128864,-129.39453125,-347.65625,-69.3359375,-103.515625,0.0
1742783538.4167917,-38.57421875,-307.12890625,-59.08203125,-38.0859375,0.0
1742783538.420697,78.61328125,222.16796875,0.0,65.4296875,0.0
1742783538.4246023,17.578125,317.3828125,1.46484375,29.78515625,0.0
1742783538.4285076,-114.2578125,-256.8359375,-59.5703125,-78.61328125,0.0
1742783538.4324129,-88.8671875,-287.59765625,-59.08203125,-72.75390625,0.0
1742783538.4363265,60.546875,228.02734375,-5.859375,37.109375,0.0
1742783538.4402318,68.359375,346.19140625,2.9296875,54.6875,0.0
1742783538.444137,-79.58984375,-144.53125,-47.36328125,-64.94140625,0.0
1742783538.4480424,-111.81640625,-348.6328125,-65.91796875,-100.5859375,0.0
1742783538.4519477,16.11328125,46.875,-20.5078125,14.6484375,0.0
1742783538.455853,78.61328125,266.6015625,-1.46484375,67.3828125,0.0
1742783538.4597583,-43.45703125,-172.8515625,-50.78125,-27.34375,0.0
1742783538.4636636,-128.41796875,-471.6796875,-80.078125,-105.95703125,0.0
1742783538.4675689,-24.90234375,1.46484375,-37.59765625,-41.015625,0.0
1742783538.4714742,87.40234375,339.84375,0.0,67.87109375,0.0
1742783538.4753795,-2.9296875,85.9375,-28.80859375,11.71875,0.0
1742783538.4792848,-142.08984375,-280.76171875,-75.1953125,-110.83984375,0.0
1742783538.4831977,-74.21875,-138.671875,-51.26953125,-63.4765625,0.0
1742783538.487103,71.2890625,210.9375,-7.32421875,59.5703125,0.0
1742783538.4910083,37.59765625,172.8515625,-17.578125,42.48046875,0.0
1742783538.4949136,-111.81640625,-199.70703125,-55.17578125,-82.51953125,0.0
1742783538.4988189,-105.95703125,-261.71875,-59.5703125,-91.796875,0.0
1742783538.5027242,41.015625,52.24609375,-20.5078125,27.83203125,0.0
1742783538.5066295,75.1953125,102.05078125,-15.13671875,64.453125,0.0
1742783538.5105348,-78.125,-140.13671875,-47.36328125,-60.546875,0.0
1742783538.51444,-129.8828125,-256.34765625,-56.640625,-117.67578125,0.0
1742783538.5183454,3.41796875,-54.19921875,-32.2265625,-10.25390625,0.0
1742783538.5222507,84.9609375,189.94140625,-2.44140625,68.359375,0.0
1742783538.526156,-18.5546875,-0.9765625,-24.4140625,1.953125,0.0
1742783538.5300677,-118.65234375,-265.625,-65.91796875,-94.7265625,0.0
1742783538.533973,-50.78125,-125.9765625,-52.734375,-70.80078125,0.0
1742783538.5378783,62.01171875,242.1875,-12.6953125,32.71484375,0.0
1742783538.5417836,15.625,192.87109375,-27.83203125,11.23046875,0.0
1742783538.5456889,-113.76953125,-233.3984375,-74.21875,-91.796875,0.0
1742783538.5495942,-61.5234375,-384.27734375,-83.49609375,-49.8046875,0.0
1742783538.5534995,78.125,27.83203125,-43.9453125,53.22265625,0.0
1742783538.5574048,56.15234375,338.8671875,-27.83203125,29.78515625,0.0
1742783538.56131,-91.30859375,-106.93359375,-79.58984375,-88.37890625,0.0
1742783538.5652153,-87.890625,-315.91796875,-91.796875,-89.35546875,0.0
1742783538.569121,71.2890625,88.37890625,-47.8515625,36.62109375,0.0
1742783538.5730262,105.95703125,289.55078125,-27.83203125,75.1953125,0.0
1742783538.576944,-50.29296875,-106.93359375,-68.359375,-45.8984375,0.0
1742783538.5808494,-111.81640625,-339.84375,-89.35546875,-100.09765625,0.0
1742783538.5847547,21.484375,19.04296875,-44.921875,-5.37109375,0.0
1742783538.58866,98.6328125,355.46875,-10.25390625,60.05859375,0.0
1742783538.5925653,-20.01953125,72.265625,-53.22265625,-14.6484375,0.0
1742783538.5964706,-117.67578125,-394.53125,-102.5390625,-108.3984375,0.0
1742783538.600376,-24.90234375,-170.41015625,-69.3359375,-45.41015625,0.0
1742783538.6042812,93.26171875,328.61328125,-15.625,68.84765625,0.0
1742783538.6081865,34.66796875,173.828125,-27.83203125,30.2734375,0.0
1742783538.6120918,-110.3515625,-357.421875,-82.51953125,-97.16796875,0.0
1742783538.615997,-93.75,-292.96875,-71.77734375,-81.0546875,0.0
1742783538.6199024,46.38671875,217.28515625,-11.23046875,46.875,0.0
1742783538.62382,34.66796875,254.8828125,-11.71875,39.0625,0.0
1742783538.6277254,-121.09375,-243.1640625,-71.77734375,-93.75,0.0
1742783538.6316307,-121.58203125,-316.89453125,-76.171875,-109.375,0.0
1742783538.635536,16.6015625,104.98046875,-22.4609375,9.27734375,0.0
1742783538.6394413,71.2890625,280.2734375,-2.9296875,63.96484375,0.0
1742783538.6433465,-63.4765625,-119.62890625,-50.78125,-54.19921875,0.0
1742783538.6472518,-132.8125,-345.21484375,-76.66015625,-108.88671875,0.0
1742783538.6511571,-8.7890625,17.08984375,-29.296875,-20.01953125,0.0
1742783538.6550624,91.30859375,169.43359375,-0.48828125,63.96484375,0.0
1742783538.6589677,-8.7890625,-62.01171875,-30.76171875,2.44140625,0.0
1742783538.662873,-145.5078125,-208.984375,-57.12890625,-124.0234375,0.0
1742783538.6667783,-67.87109375,-121.58203125,-40.52734375,-69.3359375,0.0
1742783538.6706948,85.44921875,215.33203125,-4.8828125,52.24609375,0.0
1742783538.6746001,28.80859375,223.14453125,-10.7421875,17.08984375,0.0
1742783538.6785054,-140.625,-176.7578125,-59.5703125,-103.02734375,0.0
1742783538.6824107,-102.05078125,-259.27734375,-62.01171875,-80.56640625,0.0
1742783538.686316,56.640625,73.2421875,-19.53125,37.109375,0.0
1742783538.6902213,61.5234375,217.28515625,-6.8359375,48.828125,0.0
1742783538.6941266,-91.796875,-146.97265625,-46.38671875,-73.2421875,0.0
1742783538.698032,-119.62890625,-359.86328125,-65.4296875,-103.515625,0.0
1742783538.7019374,12.20703125,-97.16796875,-33.69140625,8.7890625,0.0
1742783538.7058427,67.3828125,295.8984375,3.41796875,54.6875,0.0
1742783538.709748,-63.96484375,49.8046875,-27.34375,-40.52734375,0.0
1742783538.7136533,-155.76171875,-387.20703125,-66.40625,-109.86328125,0.0
1742783538.7175698,-28.3203125,-92.7734375,-31.73828125,-34.1796875,0.0
1742783538.7214751,94.7265625,344.7265625,14.6484375,60.546875,0.0
1742783538.7253804,-2.9296875,175.29296875,-11.23046875,0.9765625,0.0
1742783538.7292857,-137.20703125,-313.96484375,-65.4296875,-104.4921875,0.0
1742783538.733191,-70.80078125,-230.46875,-47.8515625,-52.734375,0.0
1742783538.7370963,81.0546875,187.98828125,2.9296875,59.08203125,0.0
1742783538.7410016,54.6875,187.01171875,-3.41796875,36.1328125,0.0
1742783538.744907,-114.2578125,-351.5625,-62.98828125,-76.171875,0.0
1742783538.7488122,-117.1875,-411.1328125,-61.5234375,-74.70703125,0.0
1742783538.7527175,31.73828125,206.54296875,-2.9296875,24.4140625,0.0
1742783538.7566228,70.80078125,341.30859375,3.41796875,49.31640625,0.0
1742783538.760528,-69.82421875,-166.9921875,-47.8515625,-58.10546875,0.0
1742783538.7644434,-123.046875,-351.07421875,-57.12890625,-102.05078125,0.0
1742783538.7683487,9.765625,69.3359375,-10.7421875,5.859375,0.0
1742783538.772254,88.37890625,299.8046875,5.37109375,64.94140625,0.0
1742783538.7761593,-39.0625,-14.16015625,-35.64453125,-28.80859375,0.0
1742783538.7800646,-141.11328125,-336.9140625,-68.359375,-107.421875,0.0
1742783538.7839699,-31.25,-163.57421875,-43.45703125,-46.38671875,0.0
1742783538.7878752,115.234375,167.48046875,-2.9296875,70.3125,0.0
1742783538.7917805,76.171875,-21.484375,-26.3671875,53.7109375,0.0
1742783538.7956858,-100.09765625,-287.109375,-70.3125,-103.02734375,0.0
1742783538.799591,-96.19140625,-154.296875,-63.4765625,-118.65234375,0.0
1742783538.8034964,62.98828125,119.140625,-35.64453125,3.41796875,0.0
1742783538.8074017,58.10546875,204.1015625,-29.296875,29.296875,0.0
1742783538.8113153,-125.48828125,-112.3046875,-68.359375,-83.49609375,0.0
1742783538.8152206,-146.484375,-239.2578125,-85.9375,-108.88671875,0.0
1742783538.819126,27.83203125,62.98828125,-54.6875,11.71875,0.0
1742783538.8230312,75.68359375,282.2265625,-31.73828125,47.8515625,0.0
1742783538.8269365,-84.9609375,-31.73828125,-71.2890625,-65.4296875,0.0
1742783538.8308418,-138.18359375,-350.5859375,-103.515625,-115.72265625,0.0
1742783538.834747,10.25390625,-193.359375,-71.2890625,-9.27734375,0.0
1742783538.8386524,99.12109375,148.92578125,-34.1796875,66.89453125,0.0
1742783538.8425577,-24.90234375,167.96875,-45.41015625,-27.83203125,0.0
1742783538.846463,-132.32421875,-230.46875,-81.54296875,-110.83984375,0.0
1742783538.8503683,-38.57421875,-143.5546875,-65.91796875,-39.0625,0.0
1742783538.8542736,98.14453125,279.78515625,-24.4140625,59.08203125,0.0
1742783538.858188,40.52734375,195.80078125,-34.1796875,18.06640625,0.0
1742783538.8620932,-129.8828125,-250.0,-82.03125,-102.5390625,0.0
1742783538.8659985,-100.5859375,-253.41796875,-77.1484375,-76.66015625,0.0
1742783538.8699038,64.453125,194.3359375,-20.01953125,40.0390625,0.0
1742783538.873809,56.15234375,297.36328125,-11.71875,50.78125,0.0
1742783538.8777144,-122.0703125,-197.75390625,-69.82421875,-62.01171875,0.0
1742783538.8816197,-131.8359375,-486.81640625,-89.84375,-89.84375,0.0
1742783538.885525,22.94921875,8.30078125,-32.2265625,12.6953125,0.0
1742783538.8894303,76.66015625,390.625,-0.9765625,57.6171875,0.0
1742783538.8933356,-58.10546875,-32.2265625,-49.31640625,-42.96875,0.0
1742783538.8972409,-126.953125,-402.34375,-80.078125,-104.00390625,0.0
1742783538.9011462,0.9765625,-69.82421875,-41.015625,-19.53125,0.0
1742783538.9050581,97.65625,344.23828125,3.41796875,58.10546875,0.0
1742783538.9089634,-5.859375,89.35546875,-26.85546875,-0.48828125,0.0
1742783538.9128687,-134.27734375,-361.328125,-78.125,-97.16796875,0.0
1742783538.916774,-52.734375,-187.01171875,-55.17578125,-48.33984375,0.0
1742783538.9206793,86.9140625,274.90234375,-5.859375,67.3828125,0.0
1742783538.9245846,39.55078125,96.19140625,-24.90234375,54.19921875,0.0
1742783538.92849,-107.421875,-352.05078125,-73.2421875,-75.68359375,0.0
1742783538.9323952,-87.890625,-203.61328125,-57.12890625,-84.47265625,0.0
1742783538.9363005,67.3828125,211.9140625,-14.16015625,29.78515625,0.0
1742783538.9402058,81.54296875,210.44921875,-11.71875,66.89453125,0.0
1742783538.944111,-77.1484375,-153.3203125,-49.8046875,-40.0390625,0.0
1742783538.9480164,-110.83984375,-243.1640625,-62.98828125,-90.8203125,0.0
1742783538.9519343,30.76171875,32.2265625,-29.78515625,20.99609375,0.0
1742783538.9558396,90.33203125,271.484375,-0.48828125,85.9375,0.0
1742783538.959745,-43.45703125,23.92578125,-36.62109375,-19.53125,0.0
1742783538.9636502,-134.765625,-284.66796875,-71.77734375,-105.46875,0.0
1742783538.9675555,-17.08984375,-116.2109375,-44.43359375,-29.78515625,0.0
1742783538.9714608,102.5390625,170.8984375,-16.6015625,66.89453125,0.0
1742783538.975366,7.8125,48.33984375,-36.62109375,10.7421875,0.0
1742783538.9792714,-124.0234375,-270.5078125,-71.77734375,-97.16796875,0.0
1742783538.9831767,-57.12890625,-209.47265625,-59.5703125,-65.4296875,0.0
1742783538.987082,78.61328125,93.75,-20.99609375,43.45703125,0.0
1742783538.9909873,55.17578125,189.94140625,-5.37109375,36.62109375,0.0
1742783538.9948926,-110.83984375,-196.2890625,-46.38671875,-79.1015625,0.0
1742783538.9988103,-109.86328125,-325.68359375,-63.4765625,-83.0078125,0.0
1742783539.0027156,62.98828125,110.3515625,-13.18359375,24.90234375,0.0
1742783539.006621,88.8671875,347.16796875,8.7890625,36.1328125,0.0
1742783539.0105262,-75.68359375,-41.9921875,-40.0390625,-71.77734375,0.0
1742783539.0144317,-118.65234375,-364.2578125,-65.91796875,-101.5625,0.0
