Timestamp,Stress Percentage,Boredom Percentage
2025-03-23 19:32:08,118,-16.741956545135594
2025-03-23 19:32:08,105,-24.688220143097162
2025-03-23 19:32:08,118,-25.630627546627544
2025-03-23 19:32:08,112,-13.57008671083248
2025-03-23 19:32:08,103,-16.508105970470638
2025-03-23 19:32:08,114,-29.44663088162667
2025-03-23 19:32:08,105,-27.387173623867472
2025-03-23 19:32:08,110,-22.331212980915087
2025-03-23 19:32:08,118,-13.27997389503832
2025-03-23 19:32:08,109,-23.23430568847447
2025-03-23 19:32:08,108,-28.19546605573663
2025-03-23 19:32:08,112,-29.164690100007206
2025-03-23 19:32:08,104,-14.14273849207608
2025-03-23 19:32:08,104,-24.130550601890143
2025-03-23 19:32:08,101,-16.128274326863906
2025-03-23 19:32:08,113,-23.135020860635223
2025-03-23 19:32:08,105,-24.149765505598435
2025-03-23 19:32:08,108,-19.171013244961813
2025-03-23 19:32:08,106,-16.196895462477283
2025-03-23 19:32:08,102,-18.224874139743005
2025-03-23 19:32:08,116,-17.252380682613484
2025-03-23 19:32:08,101,-27.278041824653073
2025-03-23 19:32:08,117,-26.30061206286025
2025-03-23 19:32:08,111,-12.318414388910071
2025-03-23 19:32:08,112,-21.329735674720908
2025-03-23 19:32:08,103,-17.33378325576873
2025-03-23 19:32:08,108,-22.33058241342118
2025-03-23 19:32:08,102,-12.319532377397994
2025-03-23 19:32:08,118,-19.299740495244208
2025-03-23 19:32:08,115,-22.27064318005636
2025-03-23 19:32:08,112,-27.231500009798737
2025-03-23 19:32:08,104,-12.182911438335928
2025-03-23 19:32:08,105,-13.126872308535354
2025-03-23 19:32:08,116,-27.064801857984193
2025-03-23 19:32:08,100,-21.997593398203435
2025-03-23 19:32:08,104,-25.926509806252906
2025-03-23 19:32:08,112,-20.853680283826403
2025-03-23 19:32:08,113,-24.781578291474297
2025-03-23 19:32:08,114,-16.712416188664324
2025-03-23 19:32:08,102,-12.648534854343325
2025-03-23 19:32:08,114,-23.591273605996093
2025-03-23 19:32:08,107,-25.541560224377164
2025-03-23 19:32:08,107,-19.501671726731907
2025-03-23 19:32:08,103,-15.473815019150226
2025-03-23 19:32:08,111,-15.45895092684097
2025-03-23 19:32:08,102,-15.457465643033242
2025-03-23 19:32:08,114,-12.468982433509154
2025-03-23 19:32:08,116,-23.492824276183768
2025-03-23 19:32:08,107,-28.527882583612225
2025-03-23 19:32:08,113,-27.57218245129603
2025-03-23 19:32:08,110,-19.62328484647302
2025-03-23 19:32:08,104,-27.677580041946666
2025-03-23 19:32:08,105,-28.731899139274702
2025-03-23 19:32:08,117,-11.784967403757204
2025-03-23 19:32:08,114,-24.83567270296343
2025-03-23 19:32:08,105,-17.882014626291756
2025-03-23 19:32:08,110,-16.92188667305298
2025-03-23 19:32:08,110,-21.954665309539024
2025-03-23 19:32:08,117,-15.981174001390212
2025-03-23 19:32:08,114,-12.00142384010002
2025-03-23 19:32:08,117,-29.015047289962123
2025-03-23 19:32:08,113,-24.02164696141082
2025-03-23 19:32:08,110,-15.020061059622886
2025-03-23 19:32:08,108,-13.010947760207184
2025-03-23 19:32:08,117,-22.996709107095423
2025-03-23 19:32:08,109,-18.97905216270942
2025-03-23 19:32:08,111,-12.959034066870895
2025-03-23 19:32:08,109,-20.937944986824384
2025-03-23 19:32:08,105,-20.917637204952193
2025-03-23 19:32:08,117,-22.89966454234165
2025-03-23 19:32:08,114,-23.884894392795857
2025-03-23 19:32:08,119,-16.874551152755885
2025-03-23 19:32:08,105,-24.868881737013247
2025-03-23 19:32:08,113,-19.86795904706565
2025-03-23 19:32:08,112,-27.872973367505182
2025-03-23 19:32:08,115,-28.884323867384836
2025-03-23 19:32:08,110,-26.901462013483588
2025-03-23 19:32:08,107,-22.923922411356262
2025-03-23 19:32:08,114,-26.95063801112166
2025-03-23 19:32:08,117,-12.980387771823164
2025-03-23 19:32:08,112,-19.011891199866763
2025-03-23 19:32:08,108,-17.043281074002813
2025-03-23 19:32:08,106,-24.07253480206383
2025-03-23 19:32:08,101,-14.096647132538966
2025-03-23 19:32:08,114,-29.11315030641083
2025-03-23 19:32:08,107,-25.12101294528513
2025-03-23 19:32:08,115,-29.119657224889036
2025-03-23 19:32:08,117,-25.108697540518868
2025-03-23 19:32:08,104,-26.087713475449576
2025-03-23 19:32:08,103,-17.05760965094753
2025-03-23 19:32:08,114,-22.0212512477967
2025-03-23 19:32:08,106,-13.980213177214708
2025-03-23 19:32:08,117,-14.935492386611767
2025-03-23 19:32:08,115,-27.888087945632396
2025-03-23 19:32:08,105,-27.83773008795339
2025-03-23 19:32:08,103,-24.78583649978682
2025-03-23 19:32:08,115,-23.735333904099356
2025-03-23 19:32:08,103,-24.688551007919912
2025-03-23 19:32:08,108,-12.647300643026291
2025-03-23 19:32:08,117,-27.613039122336428
2025-03-23 19:32:09,113,-23.58744818531045
2025-03-23 19:32:09,101,-14.571514110376285
2025-03-23 19:32:09,111,-13.564899375959644
2025-03-23 19:32:09,110,-11.56776074655805
2025-03-23 19:32:09,103,-14.57958886142277
2025-03-23 19:32:09,111,-13.599593721600478
2025-03-23 19:32:09,102,-26.627940168046308
2025-03-23 19:32:09,109,-18.664075945586454
2025-03-23 19:32:09,107,-25.70675555952426
2025-03-23 19:32:09,101,-14.754853498740825
2025-03-23 19:32:09,113,-12.806440413520978
2025-03-23 19:32:09,102,-24.859516783200675
2025-03-23 19:32:09,110,-20.912343114428513
2025-03-23 19:32:09,105,-25.962906923062675
2025-03-23 19:32:09,104,-23.00928217856543
2025-03-23 19:32:09,109,-17.048717677761136
2025-03-23 19:32:09,113,-20.078853946675014
2025-03-23 19:32:09,117,-22.098907388029048
2025-03-23 19:32:09,114,-24.108527678728965
2025-03-23 19:32:09,101,-14.107642144638874
2025-03-23 19:32:09,103,-17.09637011802681
2025-03-23 19:32:09,106,-19.075640303351655
2025-03-23 19:32:09,114,-19.04808069470053
2025-03-23 19:32:09,104,-27.015189498451555
2025-03-23 19:32:09,108,-17.978263472049818
2025-03-23 19:32:09,107,-19.938716220197065
2025-03-23 19:32:09,101,-17.896313961801756
2025-03-23 19:32:09,108,-13.852536212928314
2025-03-23 19:32:09,106,-19.810070811054757
2025-03-23 19:32:09,115,-13.77090771412061
2025-03-23 19:32:09,105,-19.73682584938042
2025-03-23 19:32:09,109,-17.709248950122653
2025-03-23 19:32:09,115,-26.68979381460841
2025-03-23 19:32:09,117,-27.679458274740583
2025-03-23 19:32:09,104,-27.677884223747512
2025-03-23 19:32:09,112,-11.685187535059551
2025-03-23 19:32:09,109,-15.700925208664945
2025-03-23 19:32:09,103,-11.724502121234238
2025-03-23 19:32:09,115,-28.756228658011526
2025-03-23 19:32:09,114,-13.795720071463482
2025-03-23 19:32:09,111,-11.84195342042895
2025-03-23 19:32:09,109,-26.89415055223977
2025-03-23 19:32:09,103,-14.951290717500104
2025-03-23 19:32:09,102,-17.01264003561944
2025-03-23 19:32:09,103,-13.077681161550633
2025-03-23 19:32:09,107,-17.145461240754923
2025-03-23 19:32:09,110,-21.214890687074178
2025-03-23 19:32:09,111,-19.28382072528091
2025-03-23 19:32:09,115,-13.350223795906128
2025-03-23 19:32:09,115,-28.41353420151512
2025-03-23 19:32:09,114,-13.473429351659505
2025-03-23 19:32:09,115,-22.529546351924168
2025-03-23 19:32:09,103,-18.58161182779842
2025-03-23 19:32:09,100,-25.629670043742934
2025-03-23 19:32:09,105,-21.674976899458983
2025-03-23 19:32:09,102,-25.717684175846955
2025-03-23 19:32:09,117,-23.757567701362746
2025-03-23 19:32:09,112,-13.794136980035159
2025-03-23 19:32:09,115,-19.82521220753302
2025-03-23 19:32:09,102,-28.850374635406972
2025-03-23 19:32:09,100,-17.870520968388476
2025-03-23 19:32:09,116,-14.88585921107098
2025-03-23 19:32:09,107,-18.896434732308606
2025-03-23 19:32:09,117,-15.902097317001477
2025-03-23 19:32:09,111,-23.90310056486038
2025-03-23 19:32:09,113,-22.899764519154076
2025-03-23 19:32:09,111,-27.891391874849113
2025-03-23 19:32:09,110,-14.87793835480051
2025-03-23 19:32:09,104,-16.859369303991368
2025-03-23 19:32:09,116,-16.835946144291356
2025-03-23 19:32:09,112,-29.809178508732188
2025-03-23 19:32:09,100,-22.780033722774576
2025-03-23 19:32:09,105,-26.74897760614163
2025-03-23 19:32:09,102,-21.71691148778303
2025-03-23 19:32:09,116,-29.684716434987777
2025-03-23 19:32:09,100,-25.653862382087304
2025-03-23 19:32:09,117,-12.625672693857688
2025-03-23 19:32:09,105,-14.600513515540307
2025-03-23 19:32:09,107,-24.57866922246522
2025-03-23 19:32:09,101,-28.55915602911222
2025-03-23 19:32:09,115,-29.54093131687336
2025-03-23 19:32:09,115,-12.524433291374692
2025-03-23 19:32:09,115,-25.510073749860748
2025-03-23 19:32:09,115,-12.498124577610092
2025-03-23 19:32:09,103,-25.48882805785513
2025-03-23 19:32:09,109,-27.482358293067726
2025-03-23 19:32:09,108,-22.479758689506983
2025-03-23 19:32:09,110,-15.480914781712375
2025-03-23 19:32:09,114,-29.48562834578034
2025-03-23 19:32:09,112,-21.49335868113188
2025-03-23 19:32:09,117,-23.50176332211131
2025-03-23 19:32:09,102,-27.510249933497825
2025-03-23 19:32:09,112,-17.519470797691163
2025-03-23 19:32:09,103,-16.52938525143038
2025-03-23 19:32:09,109,-29.539787106537485
2025-03-23 19:32:09,106,-28.55001775980086
2025-03-23 19:32:09,105,-19.56001235074238
2025-03-23 19:32:09,103,-21.569973191151618
2025-03-23 19:32:09,113,-16.579291488077008
2025-03-23 19:32:09,105,-26.587981817576594
2025-03-23 19:32:09,116,-14.59555337585471
2025-03-23 19:32:09,115,-16.601574101909865
2025-03-23 19:32:09,106,-28.606838527882722
2025-03-23 19:32:09,114,-16.611487456077093
2025-03-23 19:32:09,107,-12.615070683195107
2025-03-23 19:32:09,117,-22.617326220603957
2025-03-23 19:32:09,105,-26.61796749470514
2025-03-23 19:32:09,115,-17.617429613437046
2025-03-23 19:32:09,111,-13.616200747981498
2025-03-23 19:32:09,107,-27.61407669386736
2025-03-23 19:32:09,109,-26.61093942871704
2025-03-23 19:32:09,105,-24.60571875755646
2025-03-23 19:32:09,104,-28.59746461931523
2025-03-23 19:32:09,106,-15.586663216489033
2025-03-23 19:32:09,110,-24.57408413353346
2025-03-23 19:32:09,113,-29.560422561144833
2025-03-23 19:32:09,113,-24.54639952253142
2025-03-23 19:32:09,106,-24.532720624312176
2025-03-23 19:32:09,105,-26.520774661013082
2025-03-23 19:32:09,106,-20.510919171111077
2025-03-23 19:32:09,109,-25.503556526756853
2025-03-23 19:32:09,100,-14.498923852414979
2025-03-23 19:32:09,113,-13.495384640517486
2025-03-23 19:32:09,104,-24.492935120218192
2025-03-23 19:32:09,114,-29.493176565533535
2025-03-23 19:32:09,112,-23.49698127995267
2025-03-23 19:32:09,102,-16.504797194890475
2025-03-23 19:32:09,112,-23.516388453858028
2025-03-23 19:32:09,100,-15.531116619870815
2025-03-23 19:32:09,108,-26.548406947265597
2025-03-23 19:32:09,108,-29.56728306363477
2025-03-23 19:32:09,106,-24.587237135667237
2025-03-23 19:32:09,101,-16.607594569238156
2025-03-23 19:32:09,103,-28.6276839279746
2025-03-23 19:32:09,102,-29.64758444697919
2025-03-23 19:32:09,113,-15.666534552461052
2025-03-23 19:32:09,111,-25.68309231884293
2025-03-23 19:32:09,104,-18.69654775624772
2025-03-23 19:32:09,115,-26.706472085227993
2025-03-23 19:32:09,108,-15.71261241763911
2025-03-23 19:32:09,118,-13.715066900514632
2025-03-23 19:32:09,108,-14.714044191501849
2025-03-23 19:32:09,114,-24.709875539596688
2025-03-23 19:32:09,113,-16.70254647549185
2025-03-23 19:32:09,117,-12.69237283378133
2025-03-23 19:32:09,103,-26.67968561539578
2025-03-23 19:32:09,113,-21.664886143317823
2025-03-23 19:32:09,110,-28.649347993921836
2025-03-23 19:32:09,107,-27.634805506973606
2025-03-23 19:32:09,112,-14.622171990943222
2025-03-23 19:32:09,103,-16.612083768500135
2025-03-23 19:32:09,114,-25.60512832995215
2025-03-23 19:32:09,110,-26.602259590416118
2025-03-23 19:32:09,111,-19.604238237400182
2025-03-23 19:32:09,116,-21.610872825534045
2025-03-23 19:32:09,103,-13.622061593294113
2025-03-23 19:32:09,116,-21.637690487461963
2025-03-23 19:32:09,109,-27.657948515517283
2025-03-23 19:32:09,115,-25.683313434104136
2025-03-23 19:32:09,112,-14.71323237960707
2025-03-23 19:32:09,119,-20.74662012735362
2025-03-23 19:32:09,105,-16.78244723029497
2025-03-23 19:32:09,108,-14.819232424952421
2025-03-23 19:32:09,108,-20.855842450026348
2025-03-23 19:32:09,115,-12.891789052272095
2025-03-23 19:32:09,115,-28.926543242747925
2025-03-23 19:32:09,111,-27.959109578571756
2025-03-23 19:32:09,111,-25.98781957874984
2025-03-23 19:32:09,114,-21.01145683870812
2025-03-23 19:32:09,103,-29.02993211116011
2025-03-23 19:32:09,114,-14.043425008680263
2025-03-23 19:32:09,117,-22.052218441361582
2025-03-23 19:32:09,102,-16.056664333618016
2025-03-23 19:32:09,105,-28.057131736048593
2025-03-23 19:32:09,113,-27.054540895573638
2025-03-23 19:32:09,102,-20.049863722565487
2025-03-23 19:32:09,117,-29.043979334288643
2025-03-23 19:32:09,110,-21.037555560295793
2025-03-23 19:32:09,109,-25.03145429352838
2025-03-23 19:32:09,104,-21.027577422718114
2025-03-23 19:32:09,103,-21.02795281065047
2025-03-23 19:32:09,103,-19.033462559417462
2025-03-23 19:32:09,107,-30.044405311236467
2025-03-23 19:32:09,103,-28.060755752508662
2025-03-23 19:32:09,116,-25.08255197485848
2025-03-23 19:32:09,107,-20.109772826788895
2025-03-23 19:32:09,106,-16.14180847742578
2025-03-23 19:32:09,112,-21.17805047724946
2025-03-23 19:32:09,109,-30.217750318050626
2025-03-23 19:32:09,106,-20.260309487185932
2025-03-23 19:32:09,109,-20.305365042762645
2025-03-23 19:32:09,110,-28.35174581799651
2025-03-23 19:32:09,106,-17.398044505775207
2025-03-23 19:32:09,116,-15.443115144042896
2025-03-23 19:32:09,118,-25.485591088811162
2025-03-23 19:32:09,106,-14.524423807665748
2025-03-23 19:32:09,105,-13.559040268593776
2025-03-23 19:32:09,116,-28.588851935964463
2025-03-23 19:32:09,119,-15.613215360250802
2025-03-23 19:32:09,112,-19.631418751531854
2025-03-23 19:32:09,116,-21.643053799369365
2025-03-23 19:32:09,118,-30.64829433125485
2025-03-23 19:32:09,115,-25.64772982631766
2025-03-23 19:32:09,108,-23.642102053309046
2025-03-23 19:32:09,116,-29.63204807354201
2025-03-23 19:32:09,111,-14.61813710994928
2025-03-23 19:32:09,109,-15.600989982021161
2025-03-23 19:32:09,109,-15.581164274656409
2025-03-23 19:32:09,111,-21.559247628375864
2025-03-23 19:32:09,108,-29.536116608998974
2025-03-23 19:32:09,103,-16.512891714767925
2025-03-23 19:32:09,109,-19.490810618439276
2025-03-23 19:32:09,118,-23.471100472976087
2025-03-23 19:32:09,103,-14.454274496368658
2025-03-23 19:32:09,108,-25.440168860072493
2025-03-23 19:32:09,103,-28.42875657691426
2025-03-23 19:32:09,117,-30.420191534709986
2025-03-23 19:32:09,116,-24.414564996177155
2025-03-23 19:32:09,109,-17.41174068797528
2025-03-23 19:32:09,105,-30.411640326484616
2025-03-23 19:32:09,105,-29.414225683491534
2025-03-23 19:32:09,116,-29.419349100269095
2025-03-23 19:32:09,109,-17.42682343094449
2025-03-23 19:32:09,104,-22.43603984601648
2025-03-23 19:32:09,107,-28.446155457081023
2025-03-23 19:32:09,120,-27.45659657226666
2025-03-23 19:32:09,106,-21.466825230367125
2025-03-23 19:32:09,115,-25.476285630314614
2025-03-23 19:32:09,111,-22.484723382683
2025-03-23 19:32:09,106,-17.49187676906533
2025-03-23 19:32:09,104,-17.497341329147247
2025-03-23 19:32:09,107,-25.50062215240419
2025-03-23 19:32:09,113,-21.501299261994514
2025-03-23 19:32:09,110,-26.499182552872472
2025-03-23 19:32:09,104,-21.494564599159155
2025-03-23 19:32:09,120,-28.48807381690773
2025-03-23 19:32:09,107,-16.480113149276388
2025-03-23 19:32:09,113,-20.47105043667175
2025-03-23 19:32:09,116,-24.46127547559079
2025-03-23 19:32:09,119,-26.451048642342542
2025-03-23 19:32:09,108,-16.44065843326147
2025-03-23 19:32:09,113,-26.43041315942098
2025-03-23 19:32:09,113,-18.42082382881262
2025-03-23 19:32:09,106,-18.41240101966789
2025-03-23 19:32:09,117,-30.405445137845895
2025-03-23 19:32:09,116,-27.400092687343736
2025-03-23 19:32:09,110,-21.395954099838388
2025-03-23 19:32:09,110,-23.39277370325722
2025-03-23 19:32:09,106,-18.390375235913655
2025-03-23 19:32:09,105,-24.388376014345475
2025-03-23 19:32:09,116,-28.386508139737874
2025-03-23 19:32:09,107,-21.38465868712358
2025-03-23 19:32:09,114,-25.383093004571528
2025-03-23 19:32:09,112,-21.382216851348847
2025-03-23 19:32:09,117,-25.382261348607248
2025-03-23 19:32:09,103,-14.38315384163177
2025-03-23 19:32:09,113,-30.384543300032444
2025-03-23 19:32:09,111,-19.38632578688141
2025-03-23 19:32:09,109,-21.388498034177367
2025-03-23 19:32:09,114,-18.390947822011196
2025-03-23 19:32:09,110,-21.393820846410225
2025-03-23 19:32:09,113,-27.39718985130613
2025-03-23 19:32:09,114,-20.40086111054906
2025-03-23 19:32:10,106,-27.40439389342995
2025-03-23 19:32:10,120,-22.407160236572963
2025-03-23 19:32:10,120,-25.40883793120015
2025-03-23 19:32:10,110,-24.40955083864371
2025-03-23 19:32:10,114,-13.40963145662736
2025-03-23 19:32:10,106,-25.409160428773703
2025-03-23 19:32:10,106,-28.407982408838024
2025-03-23 19:32:10,113,-22.406008645392998
2025-03-23 19:32:10,120,-25.403068880330608
2025-03-23 19:32:10,112,-21.399073582376754
2025-03-23 19:32:10,119,-15.394154904075172
2025-03-23 19:32:10,105,-23.388662829297807
2025-03-23 19:32:10,114,-29.38314862799043
2025-03-23 19:32:10,109,-14.377870820692543
2025-03-23 19:32:10,104,-24.372793987018813
2025-03-23 19:32:10,115,-30.367458435206707
2025-03-23 19:32:10,116,-20.361552688279534
2025-03-23 19:32:10,114,-13.355101538460655
2025-03-23 19:32:10,118,-25.348066597530668
2025-03-23 19:32:10,112,-13.340368630187708
2025-03-23 19:32:10,104,-21.332103608791403
2025-03-23 19:32:10,119,-25.323710943688987
2025-03-23 19:32:10,109,-28.315780902281098
2025-03-23 19:32:10,109,-28.308696540632063
2025-03-23 19:32:10,119,-16.302326634350415
2025-03-23 19:32:10,115,-14.296529801127875
2025-03-23 19:32:10,109,-18.29152017148082
2025-03-23 19:32:10,113,-16.287720993869314
2025-03-23 19:32:10,117,-30.28561516086793
2025-03-23 19:32:10,105,-22.285788694097384
2025-03-23 19:32:10,115,-20.288666312008033
2025-03-23 19:32:10,107,-26.2943688339072
2025-03-23 19:32:10,116,-28.302800144876848
2025-03-23 19:32:10,119,-26.313655241863792
2025-03-23 19:32:10,120,-19.32680225757389
2025-03-23 19:32:10,119,-17.342518415150767
2025-03-23 19:32:10,108,-16.36114519301627
2025-03-23 19:32:10,120,-25.38258797738702
2025-03-23 19:32:10,111,-29.406400402473302
2025-03-23 19:32:10,111,-28.43207156943901
2025-03-23 19:32:10,108,-22.459063850262574
2025-03-23 19:32:10,113,-13.486944685201177
2025-03-23 19:32:10,103,-20.51545687846087
2025-03-23 19:32:10,115,-13.544535792899246
2025-03-23 19:32:10,120,-30.57415169364826
2025-03-23 19:32:10,110,-14.603960674997136
2025-03-23 19:32:10,118,-26.633442548592793
2025-03-23 19:32:10,117,-20.661715157676856
2025-03-23 19:32:10,107,-28.688099925954166
2025-03-23 19:32:10,105,-18.71221542220784
2025-03-23 19:32:10,119,-16.73369156856262
2025-03-23 19:32:10,108,-14.752178325778345
2025-03-23 19:32:10,111,-17.767476348962997
2025-03-23 19:32:10,106,-18.77978273296811
2025-03-23 19:32:10,119,-17.789482634107333
2025-03-23 19:32:10,113,-16.79684570418758
2025-03-23 19:32:10,107,-15.801785581117322
2025-03-23 19:32:10,110,-18.804076817535975
2025-03-23 19:32:10,104,-13.803769835256709
2025-03-23 19:32:10,106,-20.801063566303547
2025-03-23 19:32:10,118,-19.79611776573862
2025-03-23 19:32:10,109,-15.789359545047038
2025-03-23 19:32:10,105,-29.781211433186765
2025-03-23 19:32:10,103,-20.771888714601225
2025-03-23 19:32:10,106,-20.76141447350145
2025-03-23 19:32:10,117,-24.74956026035125
2025-03-23 19:32:10,111,-15.736357889302617
2025-03-23 19:32:10,117,-26.72229534510518
2025-03-23 19:32:10,106,-20.708001163499457
2025-03-23 19:32:10,104,-23.693792459692553
2025-03-23 19:32:10,105,-29.679663288196096
2025-03-23 19:32:10,106,-16.665612802084574
2025-03-23 19:32:10,109,-24.651709786237255
2025-03-23 19:32:10,108,-28.638187342301034
2025-03-23 19:32:10,114,-24.625366445254507
2025-03-23 19:32:10,109,-24.613726358473297
2025-03-23 19:32:10,111,-29.60395395012739
2025-03-23 19:32:10,107,-13.596420701663721
2025-03-23 19:32:10,113,-25.591182857938655
2025-03-23 19:32:10,118,-26.58781126941714
2025-03-23 19:32:10,118,-23.585887900344062
2025-03-23 19:32:10,119,-16.585341100817537
2025-03-23 19:32:10,109,-17.586026138348192
2025-03-23 19:32:10,114,-18.587652812767082
2025-03-23 19:32:10,106,-23.5900420246466
2025-03-23 19:32:10,114,-30.593304366325352
2025-03-23 19:32:10,108,-26.597598793534214
2025-03-23 19:32:10,120,-16.602917015663216
2025-03-23 19:32:10,120,-28.609048811523206
2025-03-23 19:32:10,119,-26.615795478314276
2025-03-23 19:32:10,118,-25.62339000509493
2025-03-23 19:32:10,116,-16.63229463159083
2025-03-23 19:32:10,109,-24.642723963386256
2025-03-23 19:32:10,113,-29.65479722074924
2025-03-23 19:32:10,108,-23.668573072724477
2025-03-23 19:32:10,113,-13.683913710693414
2025-03-23 19:32:10,108,-30.700567884980682
2025-03-23 19:32:10,112,-15.718097340370967
2025-03-23 19:32:10,104,-28.736101442979898
2025-03-23 19:32:10,109,-14.75447909377721
2025-03-23 19:32:10,117,-17.77325500007055
2025-03-23 19:32:10,113,-20.79213440710503
2025-03-23 19:32:10,112,-24.8104160589684
2025-03-23 19:32:10,110,-15.827431701281565
2025-03-23 19:32:10,118,-26.84270678232923
2025-03-23 19:32:10,106,-30.85597871888245
2025-03-23 19:32:10,104,-14.867178236472121
2025-03-23 19:32:10,111,-21.87646960933486
2025-03-23 19:32:10,119,-28.884209986466978
2025-03-23 19:32:10,105,-29.890551991851275
2025-03-23 19:32:10,115,-26.89544154334343
2025-03-23 19:32:10,106,-15.898525754693871
2025-03-23 19:32:10,112,-28.899586242996108
2025-03-23 19:32:10,103,-29.89880144965565
2025-03-23 19:32:10,117,-16.89639704016941
2025-03-23 19:32:10,109,-15.892513195030418
2025-03-23 19:32:10,105,-18.887440849002832
2025-03-23 19:32:10,107,-27.881791886645395
2025-03-23 19:32:10,111,-15.876248718484199
2025-03-23 19:32:10,112,-20.87136503865771
2025-03-23 19:32:10,108,-28.86741885751244
2025-03-23 19:32:10,114,-26.864653778892507
2025-03-23 19:32:10,120,-20.863622902202152
2025-03-23 19:32:10,118,-27.864968269953057
2025-03-23 19:32:10,111,-28.869087013847253
2025-03-23 19:32:10,103,-28.87616245906746
2025-03-23 19:32:10,112,-20.886228265602924
2025-03-23 19:32:10,107,-27.899148730255455
2025-03-23 19:32:10,114,-21.914602045074584
2025-03-23 19:32:10,115,-26.932001976904317
2025-03-23 19:32:10,110,-21.95071380919223
2025-03-23 19:32:10,113,-28.9701629873058
2025-03-23 19:32:10,111,-27.989751227309263
2025-03-23 19:32:10,116,-19.00859378848971
2025-03-23 19:32:10,104,-18.025432420597255
2025-03-23 19:32:10,116,-27.038923907632356
2025-03-23 19:32:10,104,-21.04796374452241
2025-03-23 19:32:10,107,-27.0518187270727
2025-03-23 19:32:10,113,-25.04983567914001
2025-03-23 19:32:10,106,-25.04157185221755
2025-03-23 19:32:10,110,-31.02695617992825
2025-03-23 19:32:10,112,-20.005825409679503
2025-03-23 19:32:10,105,-14.97813623035863
2025-03-23 19:32:10,103,-26.944013256825308
2025-03-23 19:32:10,113,-21.9037812168346
2025-03-23 19:32:10,109,-18.858147121102256
2025-03-23 19:32:10,110,-29.807996680267287
2025-03-23 19:32:10,108,-22.754140570325365
2025-03-23 19:32:10,117,-25.697584536501203
2025-03-23 19:32:10,120,-28.639690874377777
2025-03-23 19:32:10,110,-29.581912921110742
2025-03-23 19:32:10,117,-28.525563530979248
2025-03-23 19:32:10,103,-14.471774133912813
